1,Modified Revolvers,Modified rifle,Reason,Shotgun,State1,Age Of Shooter,Case,Date,Fatalities,Gender,Injured,Latitude,Location 1,Location,Longitude,Mental Health Details,Mental Health Sources,modified handgun weapon,Prior Signs Mental Health Issues,Race,Sources,Sources Additional Age,Summary,Total Victims,Type,Weapon Details,Weapon Type,Weapons Obtained Legally,Where Obtained,Year
1,FALSE,Rifle,Terrorism association,FALSE,California,28,San Bernardino mass shooting,12-Feb-15,14,Male & Female,21,34.075961,Workplace,San Bernardino,-117.27789,Unclear,-,TRUE,Unclear,Other,http://www.motherjones.com/mojo/2015/12/san-bernardino-shooting and  http://www.cnbc.com/2015/12/03/san-bernardino-shooting-suspects-rizwan-farook-tashfeen-malik-dead.html and http://www.nytimes.com/2015/12/04/us/san-bernardino-shooting.html and http://www.nytimes.com/2015/12/04/us/weapons-in-san-bernardino-shootings-were-legally-obtained.html?_r=0,http://www.motherjones.com/mojo/2015/12/san-bernardino-shooting and  http://www.cnbc.com/2015/12/03/san-bernardino-shooting-suspects-rizwan-farook-tashfeen-malik-dead.html and http://www.nytimes.com/2015/12/04/us/san-bernardino-shooting.html and http://www.nytimes.com/2015/12/04/us/weapons-in-san-bernardino-shootings-were-legally-obtained.html?_r=0,"Syed Rizwan Farook left a Christmas party held at Inland Regional Center, later returning with Tashfeen Malik and the two opened fire, killing 14 and wounding 21, ten critically. The two were later killed by police as they fled in an SUV.",35,Mass,"Two semiautomatic AR-15-style riflesâ€”one a DPMS A-15, the other a Smith & Wesson M&P15, both with .223 calibre ammunition. Two 9mm semiautomatic handguns. High capacity magazines.","Rifle, Handgun & Bombs",Yes,The suspects purchased their handguns in the United States; the assault rifles were purchased by a third party.,2015
1,FALSE,FALSE,Psychic,FALSE,Colorado,57,Planned Parenthood clinic,27-Nov-15,3,Male,9,38.881031,Workplace,Colorado Springs,-104.849057,"The judge in the case has not publicly released Dear's medical and mental health records. As of April 5, 2016, Dear was undergoing a competency evaluation. Dear had a history of disputes with his relatives and neighbors. At a hearing in December 2015, he said, ""I am a warrior for the babies.""",-,FALSE,Unclear,White,http://www.nytimes.com/2015/11/28/us/colorado-planned-parenthood-shooting.html and http://www.cnn.com/2015/12/09/us/colorado-planned-parenthood-shooting/ and http://www.npr.org/sections/thetwo-way/2015/11/28/457674369/planned-parenthood-shooting-police-name-suspect-procession-for-fallen-officer and http://www.cbsnews.com/news/robert-lewis-dear-planned-parenthood-first-court-appearance/ and http://www.denverpost.com/news/ci_29729326/judge-wont-release-all-records-accused-planned-parenthood and http://www.csindy.com/IndyBlog/archives/2016/02/17/judge-resists-unsealing-dear-affidavits; http://www.nbcnews.com/news/us-news/who-robert-dear-planned-parenthood-shooting-suspect-seemed-strange-not-n470896,http://www.nytimes.com/2015/11/28/us/colorado-planned-parenthood-shooting.html and http://www.cnn.com/2015/12/09/us/colorado-planned-parenthood-shooting/ and http://www.npr.org/sections/thetwo-way/2015/11/28/457674369/planned-parenthood-shooting-police-name-suspect-procession-for-fallen-officer and http://www.cbsnews.com/news/robert-lewis-dear-planned-parenthood-first-court-appearance/ and http://www.denverpost.com/news/ci_29729326/judge-wont-release-all-records-accused-planned-parenthood and http://www.csindy.com/IndyBlog/archives/2016/02/17/judge-resists-unsealing-dear-affidavits; http://www.nbcnews.com/news/us-news/who-robert-dear-planned-parenthood-shooting-suspect-seemed-strange-not-n470896,"Robert Lewis Dear, 57, shot and killed a police officer and two citizens when he opened fire at a Planned Parenthood health clinic in Colorado Springs, Colorado. Nine others were wounded. Dear was arrested after an hours-long standoff with police.",12,Mass,Reportedly an AK-47 style semiautomatic rifle and others. Authorities had not released details on Dear's weapons as of April 2016.,Long gun,TBD,Unclear,2015
1,FALSE,Rifle,Psychic/Alcohol abuse,FALSE,Colorado,33,Colorado Springs shooting rampage,31-Oct-15,3,Male,0,38.83755,Other,Colorado Springs,-104.814251,"Prior to the rampage, Harpham wrote an ""incoherent"" blog and rambled ""nonsensically"" in a YouTube video about mind control techniques and God, according to the Denver Post. He had a history of drug and alcohol abuse. ",-,TRUE,Unclear,White,http://www.motherjones.com/mojo/2015/11/open-carry-mass-shooting-colorado-springs and http://www.denverpost.com/news/ci_29059452/colorado-springs-police-confronted-shot-gunman-minutes and http://www.cbsnews.com/news/shooter-in-colorado-springs-rampage-legally-purchased-guns/,http://www.motherjones.com/mojo/2015/11/open-carry-mass-shooting-colorado-springs and http://www.denverpost.com/news/ci_29059452/colorado-springs-police-confronted-shot-gunman-minutes and http://www.cbsnews.com/news/shooter-in-colorado-springs-rampage-legally-purchased-guns/,"Noah Harpham, 33, shot three people before dead in Colorado Springs before police killed him in a shootout.",3,Mass,"AR-15 rifle, a 9 mm pistol, and a .357 revolver ",Handgun & rifle,Yes,Unclear,2015
1,FALSE,Rifle,Psychic,FALSE,Oregon,26,Umpqua Community College shooting,10-Jan-15,9,Male,9,43.289538,School,Roseburg,-123.333193,"Harper-Mercer's mother said in multiple online postings that he had Asperger's syndrome. Harper-Mercer graduated from the Switzer Learning Center, a school for students with special needs, emotional difficulties, autism and Asperger's syndrome.",http://www.latimes.com/nation/nationnow/la-na-nn-chris-harper-mercer-oregon-shooting-20151002-htmlstory.html,TRUE,Unclear,Other,http://www.nytimes.com/2015/10/03/us/chris-harper-mercer-umpqua-community-college-shooting.html; http://www.latimes.com/nation/nationnow/la-na-nn-chris-harper-mercer-oregon-shooting-20151002-htmlstory.html; http://www.huffingtonpost.com/entry/ian-mercer-father-guns_56116d7ae4b0af3706e12525; http://wate.com/2015/10/02/what-we-know-about-umpqua-community-college-shooter-2/; http://www.cnn.com/2015/10/02/us/oregon-umpqua-community-college-shooting/,http://www.nytimes.com/2015/10/03/us/chris-harper-mercer-umpqua-community-college-shooting.html; http://www.latimes.com/nation/nationnow/la-na-nn-chris-harper-mercer-oregon-shooting-20151002-htmlstory.html; http://www.huffingtonpost.com/entry/ian-mercer-father-guns_56116d7ae4b0af3706e12525; http://wate.com/2015/10/02/what-we-know-about-umpqua-community-college-shooter-2/; http://www.cnn.com/2015/10/02/us/oregon-umpqua-community-college-shooting/,26-year-old Chris Harper Mercer opened fire at Umpqua Community College in southwest Oregon. The gunman shot himself to death after being wounded in a shootout with police.,18,Mass,"9 mm Glock pistol, .40 caliber Smith & Wesson, .40 caliber Taurus pistol, .556 caliber Del-Ton; (ammo details unclear)",Handgun & rifle,Yes,From the home he shared with his mother. All were legally obtained by either Harper/Mercer or family members.,2015
1,FALSE,Rifle,"Girlfriend/Military prbeen"")sure",FALSE,Tennessee,24,Chattanooga military recruitment center,16-Jul-15,5,Male,2,35.047157,Military,Chattanooga,-85.311819,"Abdulazeez ""had suffered for years from depression and possibly from bipolar disorder,"" according to a representative of the family. (NYT, July 20 2015)",-,TRUE,Unclear,Other,http://www.reuters.com/article/2015/07/16/us-usa-shooting-tennessee-idUSKCN0PQ1WY20150716; http://www.nytimes.com/2015/07/18/us/chattanooga-gunmans-past-scoured-for-extremist-ties.html; http://www.wsj.com/articles/chattanooga-shooting-highlights-online-gun-sales-1437435518http://www.nytimes.com/2015/07/19/us/chattanooga-attacks-claim-a-5th-military-service-members-life.html; http://www.cnn.com/2015/07/17/us/tennessee-naval-reserve-shooting/; https://twitter.com/markfollman/status/622105627473477632; http://www.nytimes.com/2015/07/21/us/chattanooga-gunman-wrote-of-suicide-and-martyrdom-official-says.html,http://www.reuters.com/article/2015/07/16/us-usa-shooting-tennessee-idUSKCN0PQ1WY20150716; http://www.nytimes.com/2015/07/18/us/chattanooga-gunmans-past-scoured-for-extremist-ties.html; http://www.wsj.com/articles/chattanooga-shooting-highlights-online-gun-sales-1437435518http://www.nytimes.com/2015/07/19/us/chattanooga-attacks-claim-a-5th-military-service-members-life.html; http://www.cnn.com/2015/07/17/us/tennessee-naval-reserve-shooting/; https://twitter.com/markfollman/status/622105627473477632; http://www.nytimes.com/2015/07/21/us/chattanooga-gunman-wrote-of-suicide-and-martyrdom-official-says.html,"Kuwaiti-born Mohammod Youssuf Abdulazeez, 24, a naturalized US citizen, opened fire at a Naval reserve center, and then drove to a military recruitment office where he shot and killed four Marines and a Navy service member, and wounded a police officer and another military service member. He was then fatally shot in an exchange of gunfire with law enforcement officers responding to the attack.",7,Mass,"AK-47, AR-15, and 30-round magazines; 9mm handgun",Handgun & rifle,Yes,"On the internet, via Armslist.com",2015
1,FALSE,FALSE,Job,FALSE,South Carolina,21,Charleston Church Shooting,17-Jun-15,9,Male,1,32.788387,Religious,Charleston,-79.933143,-,-,TRUE,Unclear,White,http://www.motherjones.com/politics/2015/06/dylann-roofs-attorney; http://www.newsweek.com/report-nine-shot-charleston-south-carolina-church-shooting-344235; http://www.cnn.com/2015/06/19/us/charleston-church-shooting-suspect/; http://www.motherjones.com/politics/2015/06/9-people-dead-mass-shooting-south-carolina-church; http://www.nbcnews.com/storyline/charleston-church-shooting/fbi-says-dyann-roof-should-not-have-been-sold-gun-n390056,http://www.motherjones.com/politics/2015/06/dylann-roofs-attorney; http://www.newsweek.com/report-nine-shot-charleston-south-carolina-church-shooting-344235; http://www.cnn.com/2015/06/19/us/charleston-church-shooting-suspect/; http://www.motherjones.com/politics/2015/06/9-people-dead-mass-shooting-south-carolina-church; http://www.nbcnews.com/storyline/charleston-church-shooting/fbi-says-dyann-roof-should-not-have-been-sold-gun-n390056,"Dylann Storm Roof, 21, shot and killed 9 people after opening fire at the Emanuel AME Church in Charleston, South Carolina. According to a roommate, he had allegedly been â€œplanning something like that for six months.""",10,Mass,".45-caliber Glock (model 41, with 13-round capacity magazine)",Handgun,Yes,"Shooter's Choice gun store in West Columbia, South Carolina",2015
1,FALSE,Rifle,Psychic,FALSE,Wisconsin,27,Trestle Trail bridge shooting,06-Nov-15,3,Male,1,44.204124,Other,Menasha,-88.467541,"While serving in the Air Force, he went to an emergency walk-in clinic because of concerns over his mood swings, and had either sought or been ordered to behavioral health interventions, according to Fox 6 Now. In a 2014 risk assessment with a psychologist at an outpatient clinic in Appleton, Valencia del Toro recalled thinking previously: ""If I'm gonna take myself out, I might as well take other people with me."" The police report obtained by Fox 6 says that Valencia del Toro had a history of depression, suicidal and occassionally homicidal thoughts, and alcoholism. He was intoxicated on the day of the shooting.",-,TRUE,Yes,Latino,http://fox6now.com/2015/06/11/released-menasha-police-issue-final-report-on-trestle-trail-bridge-shooting/ and http://www.postcrescent.com/story/news/local/2015/06/11/police-gunman-prior-suicidal-homicidal-thoughts/71064874/ and http://fox6now.com/2015/05/05/he-was-my-future-husband-fiancee-of-menasha-gunman-says-shes-devastated-for-victims-families/,http://fox6now.com/2015/06/11/released-menasha-police-issue-final-report-on-trestle-trail-bridge-shooting/ and http://www.postcrescent.com/story/news/local/2015/06/11/police-gunman-prior-suicidal-homicidal-thoughts/71064874/ and http://fox6now.com/2015/05/05/he-was-my-future-husband-fiancee-of-menasha-gunman-says-shes-devastated-for-victims-families/,"Sergio Valencia del Toro, 27, in what officials say was a random act, shot and killed three people including an 11-year-old girl before turning the gun on himself.",4,Mass,"Details unclear, but after the shooting, police found eight guns in total in Valencia del Toro's home, including handguns, shotguns, and rifles, plus and more than 1,000 rounds of ammunition. He took two weapons and ammunition to the bridge.","Handgun, Shortgun & rifle
",Yes,Unclear,2015
1,FALSE,FALSE,Job,FALSE,Washington,15,Marysville-Pilchuck High School shooting,24-Oct-14,5,Male,1,48.050824,School,Marysville,-122.176918,"Fryberg was well-liked and allegedly happy, but was also upset about a girl and had posted emotional social media messages. No definitive signs of mental health problems.",http://www.newyorker.com/science/maria-konnikova/almost-link-mental-health-gun-violence,TRUE,Unclear,Native American,http://www.seattletimes.com/seattle-news/fourth-marysville-shooting-victim-dies-as-another-is-laid-to-rest/ http://www.mercurynews.com/crime-courts/ci_26814211/jaylen-fryberg-included-tributes-washington-school-shooting-victims,http://www.seattletimes.com/seattle-news/fourth-marysville-shooting-victim-dies-as-another-is-laid-to-rest/ http://www.mercurynews.com/crime-courts/ci_26814211/jaylen-fryberg-included-tributes-washington-school-shooting-victims,"Jaylen Fryberg, 15, using a .40-caliber Berretta, shot five 
students at Marysville High School, including two of his cousins and three friends, killing all but one. Fryberg arranged to meet them for lunch in the school cafeteria by text. Fryberg was reportedly well-liked at the school and there was not believed to be any ill-will between him and his victims. He committed suicide at the scene.",6,Mass,Beretta .40-caliber handgun,Handgun,No,Gun was his father's.,2014
1,FALSE,FALSE,Job,FALSE,California,22,Isla Vista mass murder,23-May-14,6,Male,13,34.436283,School,Santa Barbara,-119.8714406,"Rodger was never hospitalized due to mental illness, but had a long history of mental health issues dating back to his childhood, and received treatment from multiple counselors leading up to his rampage. According to The Independent, Rodger had considered suicide but had no history of violence. Just before his rampage, he sent a 137-page manifesto to multiple people.",-,TRUE,Yes,White,http://www.sbsheriff.us/documents/ISLAVISTAINVESTIGATIVESUMMARY.pdf Also: http://www.cnn.com/2014/05/24/us/santa-barbara-isla-vista-shooting-profile/ and http://www.cnn.com/2014/05/24/justice/california-shooting-deaths/index.html and http://www.independent.com/news/2015/feb/20/elliot-rodger-report-details-long-struggle-mental-/ and http://www.cbsnews.com/videos/how-was-elliot-rodger-able-to-purchase-weapons/ and http://www.dailymail.co.uk/news/article-2638922/Santa-Barbara-rampage-killer-bought-three-handguns-legally-gun-shop.html,http://www.sbsheriff.us/documents/ISLAVISTAINVESTIGATIVESUMMARY.pdf Also: http://www.cnn.com/2014/05/24/us/santa-barbara-isla-vista-shooting-profile/ and http://www.cnn.com/2014/05/24/justice/california-shooting-deaths/index.html and http://www.independent.com/news/2015/feb/20/elliot-rodger-report-details-long-struggle-mental-/ and http://www.cbsnews.com/videos/how-was-elliot-rodger-able-to-purchase-weapons/ and http://www.dailymail.co.uk/news/article-2638922/Santa-Barbara-rampage-killer-bought-three-handguns-legally-gun-shop.html,"Elliot Rodger, 22, shot three people to death in the college town of Isla Vista near the University of California, Santa Barbara. He also shot others as he drove around town, and injured others by striking them with is vehicle. He committed suicide by shooting himself in his car as police closed in. Prior to the rampage, Rodger stabbed three people to death at his apartment.",19,Mass,"Two Sig Sauer P226 semiautomatic pistols and Glock 34 pistol, and hundreds of rounds of ammo. A 6- inchand 8-inch â€œSRKâ€ and â€œBoar Hunterâ€ hunting knives. ",semiautomatic handgun & knife,Yes,-,2014
1,FALSE,FALSE,military pressure,FALSE,Texas,34,Fort Hood shooting 2,04-Mar-14,3,Male,12,31.141716,Military,Fort Hood,-97.777559,"Lopez ""had a long history of troubling behavior,"" according to the Washington Post, including a history of decieving others, problems in his personal life, and financial difficulties. However, officials found that Lopez exhibited no signals that he could be violent. In the year leading up to the attack, he sought treatment for medical and behavioral health ailments.",-,TRUE,Unclear,Latino,http://www.cnn.com/2014/04/02/us/fort-hood-shooting/ and https://www.washingtonpost.com/news/checkpoint/wp/2015/01/23/army-details-the-downward-spiral-of-the-fort-hood-shooter-ivan-lopez/ and http://www.thedailybeast.com/articles/2014/04/03/soldier-opens-fire-at-fort-hood.html,http://www.cnn.com/2014/04/02/us/fort-hood-shooting/ and https://www.washingtonpost.com/news/checkpoint/wp/2015/01/23/army-details-the-downward-spiral-of-the-fort-hood-shooter-ivan-lopez/ and http://www.thedailybeast.com/articles/2014/04/03/soldier-opens-fire-at-fort-hood.html,"Army Specialist Ivan Lopez, 34, opened fire at the Fort Hood Army Post in Texas, killing three and wounding at least 12 others before shooting himself in the head after engaging with military police. Lt. Gen. Mark A. Milley told reporters that Lopez ""had behavioral health and mental health"" issues.",15,Mass,.45-caliber Smith & Wesson handgun,Handgun,Yes,"Local gun store in Killeen, Guns Galore",2014
1,FALSE,FALSE,Girlfriend/Military prnknownsure,FALSE,California,44,Alturas tribal shooting,20-Feb-14,4,Female,2,41.487104,Other,Alturas,-120.542237,-,-,TRUE,Unclear,Native American,http://www.sacbee.com/news/local/crime/article2603350.html; http://www.csmonitor.com/USA/2014/0223/Alturas-tribal-shooting-Was-embezzlement-eviction-behind-family-revenge-video; http://www.cbsnews.com/news/4-dead-2-injured-at-american-indian-tribal-office-in-northern-california/; http://nativenewsonline.net/currents/former-tribal-chairperson-custody-mass-murder-cedarville-rancheria-tribal-headquarters/,http://www.sacbee.com/news/local/crime/article2603350.html; http://www.csmonitor.com/USA/2014/0223/Alturas-tribal-shooting-Was-embezzlement-eviction-behind-family-revenge-video; http://www.cbsnews.com/news/4-dead-2-injured-at-american-indian-tribal-office-in-northern-california/; http://nativenewsonline.net/currents/former-tribal-chairperson-custody-mass-murder-cedarville-rancheria-tribal-headquarters/,"Cherie Lash Rhoades, 44, opened fire at the Cedarville Rancheria Tribal Office and Community Center, killing four and wounding two. After running out of ammunition, Rhoades grabbed a butcher knife and stabbed another person.",6,Spree,9mm semi-automatic handgun,Handgun & knife,TBD,-,2014
1,FALSE,FALSE,Nhaavy  shooters Small Arms Range mavy,FALSE,D.C.,34,Washington Navy Yard shooting,16-Sep-13,12,Male,8,38.874981,Military,Washington,-76.99453,"Had told Rhode Island police the prior month that he'd ""heard voices""; had been undergoing mental health treatment with Veterans Affairs since August 2013.",http://bigstory.ap.org/article/13-killed-washington-navy-yard-shooting-rampage,TRUE,Yes,Black,http://www.nytimes.com/2013/09/18/us/state-law-stopped-gunman-from-buying-rifle-officials-say.html; http://edition.cnn.com/2013/09/17/us/navy-yard-shooting-military-contractors; http://www.fbi.gov/washingtondc/press-releases/2013/law-enforcement-shares-findings-of-the-investigation-into-the-washington-navy-yard-shootings/index.html,http://www.nytimes.com/2013/09/18/us/state-law-stopped-gunman-from-buying-rifle-officials-say.html; http://edition.cnn.com/2013/09/17/us/navy-yard-shooting-military-contractors; http://www.fbi.gov/washingtondc/press-releases/2013/law-enforcement-shares-findings-of-the-investigation-into-the-washington-navy-yard-shootings/index.html,"Aaron Alexis, 34, a military veteran and contractor from Texas, opened fire in the Navy installation, killing 12 people and wounding 8 before being shot dead by police.",20,Mass,Remington 870 Express 12-gauge shotgun; Beretta handgun,Handgun & shortgun,Yes,Sharpshooters Small Arms Range,2013
1,FALSE,FALSE,Girlfriend/Military pressure,FALSE,Florida,42,Hialeah apartment shooting,26-Jul-13,7,Male,0,25.864338,Other,Hialeah,-80.311775,His mother told authorities her son had been acting strangely and needed a psychiatric evaluation.,http://www.miamiherald.com/2013/08/03/v-print/3539629/hialeah-killer-showed-signs-of.html,TRUE,Unclear,Latino,http://www.miamiherald.com/2013/07/27/v-print/3526078/a-look-at-the-victims-in-the-hialeah.html  http://www.cbsnews.com/8301-201_162-57595796/pedro-vargas-idd-as-gunman-behind-deadly-rampage-in-hialeah-florida/    http://www.miamiherald.com/2013/07/28/3528362/little-about-pedro-vargas-life.html,http://www.miamiherald.com/2013/07/27/v-print/3526078/a-look-at-the-victims-in-the-hialeah.html  http://www.cbsnews.com/8301-201_162-57595796/pedro-vargas-idd-as-gunman-behind-deadly-rampage-in-hialeah-florida/    http://www.miamiherald.com/2013/07/28/3528362/little-about-pedro-vargas-life.html,"Pedro Vargas, 42, set fire to his apartment, killed six people in the complex, and held another two hostages at gunpoint before a SWAT team stormed the building and fatally shot him.",7,Mass,Glock 17,semiautomatic handgun,Yes,Florida Gun Center,2013
1,FALSE,Rifle,Psychic,FALSE,California,23,Santa Monica rampage,06-Jul-13,6,Male,3,34.008617,Other,Santa Monica,-118.494754,He was known as a solitary teen who regularly ditched class and had an interest in assault weapons; he had been admitted to UCLA's psychiatric ward for a brief period.,"http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/   http://www.latimes.com/news/local/la-me-0611-santa-monica-shooting-20130611,0,1490078.story",TRUE,Yes,White,http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/,http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/,"John Zawahri, 23, armed with a homemade assault rifle and high-capacity magazines, killed his brother and father at home and then headed to Santa Monica College, where he was eventually killed by police.",9,Mass,".223-caliber semi-automatic assault rifle, about 40 high capacity magazines, ""black powder"" handgun (likely antique)",Handgun & rifle,Yes,Assembled a rifle out of component parts.,2013
1,FALSE,FALSE,Job,TRUE,Washington,27,Pinewood Village Apartment shooting,21-Apr-13,5,Male,0,47.3129607,Other,Federal Way,-122.3393665,-,-,TRUE,No,Black,http://seattletimes.com/html/localnews/2020836119_federalwayshootingxml.html,http://seattletimes.com/html/localnews/2020836119_federalwayshootingxml.html,"Dennis Clark III, 27, shot and killed his girlfriend in their shared apartment, and then shot two witnesses in the building's parking lot and a third victim in another apartment, before being killed by police.",5,Mass,".40 caliber semi-automatic handgun, pistol grip shotgun",semiautomatic handgun & shotgun,Yes,Unknown,2013
1,FALSE,FALSE,Psychic,TRUE,New York,64,Mohawk Valley shootings,13-Mar-13,5,Male,2,43.045601,Other,Herkimer County,-74.984891,-,http://poststar.com/news/local/state-and-regional/cops-kill-suspect-in-deadly-mohawk-valley-shooting-rampage/article_15260208-8bf5-11e2-b2d9-0019bb2963f4.html,FALSE,No,White,https://www.nyspnews.com/article_display.cfm?article_id=29584,https://www.nyspnews.com/article_display.cfm?article_id=29584,"Kurt Myers, 64, shot six people in neighboring towns, killing two in a barbershop and two at a car care business, before being killed by officers in a shootout after a nearly 19-hour standoff.",7,Mass,Unknown,shotgun,Yes,"Frank's Guns in Marcy, NY",2013
1,FALSE,Rifle,hiicacrennecticuty   tolt damd,TRUE,Connecticut,20,Sandy Hook Elementary massacre,14-Dec-12,27,Male,2,41.4123225,School,Newtown,-73.31142358,"Lanza had a history of serious mental health problems that were known to his family and others, as detailed in a post-massacre investigation by Connecticut authorities.",http://usnews.nbcnews.com/_news/2012/12/14/15911025-authorities-id-gunman-who-killed-27-in-elementary-school-massacre?lite; http://articles.washingtonpost.com/2012-12-14/local/35846977_1_law-enforcement-lanza-brothers-kid,TRUE,Yes,White,http://usnews.nbcnews.com/_news/2012/12/14/15911025-authorities-id-gunman-who-killed-27-in-elementary-school-massacre?lite; http://articles.washingtonpost.com/2012-12-14/local/35846977_1_law-enforcement-lanza-brothers-kid,http://usnews.nbcnews.com/_news/2012/12/14/15911025-authorities-id-gunman-who-killed-27-in-elementary-school-massacre?lite; http://articles.washingtonpost.com/2012-12-14/local/35846977_1_law-enforcement-lanza-brothers-kid,"Adam Lanza, 20, shot his mother dead at their home then drove to Sandy Hook Elementary school. He forced his way inside and opened fire, killing 20 children and six adults before committing suicide.",29,Mass,"10mm Glock, 9mm SIG Sauer P226 semiautomatic handguns; .223 Bushmaster XM15-E2S semiautomatic rifle; Izhmash Saiga-12 12-gauge semiautomatic shotgun","semiautomatic handguns, rifle & shotgun",No,Stolen from mother,2012
1,FALSE,FALSE,"6,twotingnnesota a o yriarcsn",FALSE,Minnesota,36,Accent Signage Systems shooting,27-Sep-12,7,Male,1,44.977425,Workplace,Minneapolis,-93.310408,"His family worried about his ""paranoia and delusions"" for at least two years prior, and tried to get him to seek treatment.",http://www.startribune.com/local/171774461.html?refer=y,TRUE,Yes,White,http://www.startribune.com/local/171774461.html?refer=y,http://www.startribune.com/local/171774461.html?refer=y,"Andrew Engeldinger, 36, upon learning he was being fired, went on a shooting rampage, killing the business owner, three fellow employees, and a UPS driver. He then killed himself.",8,Mass,9mm Glock semiautomatic handgun,semiautomatic handgun,Yes,Unknown,2012
1,FALSE,FALSE,Hate Crime,FALSE,Wisconsin,40,Sikh temple shooting,08-May-12,7,Male,3,42.8858503,Religious,Oak Creek,-87.8631362,"His Army friends once broke into his apartment, fearing he'd commit suicide in the '90s. A psychiatric nurse who lived downstairs from Page said it was ""obvious"" he had a mental illness.",http://www.jsonline.com/news/milwaukee/friend-of-page-feared-what-he-might-do-426edmg-165668826.html,TRUE,Yes,White,http://www.jsonline.com/news/milwaukee/friend-of-page-feared-what-he-might-do-426edmg-165668826.html; http://usnews.nbcnews.com/_news/2012/09/10/13785426-officer-arriving-at-sikh-temple-shooting-time-to-use-deadly-force?lite; http://articles.latimes.com/2012/aug/08/nation/la-na-nn-sikh-shooting-guns-20120807; http://www.bbc.co.uk/news/world-us-canada-19183359,http://www.jsonline.com/news/milwaukee/friend-of-page-feared-what-he-might-do-426edmg-165668826.html; http://usnews.nbcnews.com/_news/2012/09/10/13785426-officer-arriving-at-sikh-temple-shooting-time-to-use-deadly-force?lite; http://articles.latimes.com/2012/aug/08/nation/la-na-nn-sikh-shooting-guns-20120807; http://www.bbc.co.uk/news/world-us-canada-19183359,"U.S. Army veteran Wade Michael Page, 40, opened fire in a Sikh gurdwara before he died from a self-inflicted gunshot would during a shootout with police.",10,Mass,9mm Springfield Armory XDM semiautomatic handgun,semiautomatic handgun,Yes,Unknown,2012
1,FALSE,Rifle,Girlfriend/Military pressure,TRUE,Colorado,24,Aurora theater shooting,20-Jul-12,12,Male,70,39.706038,Other,Aurora,-104.820594,He saw at least three mental health professionals before dropping out of his university.,http://www.cbsnews.com/8301-201_162-57497820/james-holmes-saw-three-mental-health-professionals-before-shooting/,TRUE,Yes,White,http://www.cbsnews.com/8301-201_162-57497820/james-holmes-saw-three-mental-health-professionals-before-shooting/; http://www.9news.com/news/article/283503/188/Aurora-shooting-prompts-gun-bills-in-big-states-; http://www.nytimes.com/2012/07/21/us/shooting-at-colorado-theater-showing-batman-movie.html; http://www.motherjones.com/politics/2012/07/batman-theater-shooting-updates-dark-knight-rises,http://www.cbsnews.com/8301-201_162-57497820/james-holmes-saw-three-mental-health-professionals-before-shooting/; http://www.9news.com/news/article/283503/188/Aurora-shooting-prompts-gun-bills-in-big-states-; http://www.nytimes.com/2012/07/21/us/shooting-at-colorado-theater-showing-batman-movie.html; http://www.motherjones.com/politics/2012/07/batman-theater-shooting-updates-dark-knight-rises,"James Holmes, 24, opened fire in a movie theater during the opening night of ""The Dark Night Rises"" and was later arrested outside.",82,Spree,Two .40-caliber Glock semiautomatic handguns; .223-caliber Smith & Wesson M&P15 semiautomatic rifle; 12-gauge Remington 870 pump-action shotgun,"semiautomatic handguns, one rifle & one shotgun",Yes,"Gander Mountain stores in Thornton and Aurora, Colo.; Bass Pro Shop in Denver, Colo.; BulkAmmo.com",2012
1,FALSE,FALSE,Girlfriend/Military pressure,FALSE,Washington,40,Seattle cafe shooting,20-May-12,6,Male,1,47.6038321,Other,Seattle,-122.3300624,His family said he was mentally ill,http://usnews.nbcnews.com/_news/2012/05/30/11959312-six-killed-in-seattle-shootings-including-suspect?lite,TRUE,Yes,White,http://usnews.nbcnews.com/_news/2012/05/30/11959312-six-killed-in-seattle-shootings-including-suspect?lite; http://www.cbsnews.com/8301-201_162-57445177/seattle-shooting-hero-hurled-stools-at-gunman-ian-stawicki-saved-three-lives/?pageNum=2&tag=contentMain;contentBody; http://content.usatoday.com/communities/ondeadline/post/2012/05/seattle-killer-had-concealed-carry-permit-owned-6-guns/1#.UFI9shhgspQ,http://usnews.nbcnews.com/_news/2012/05/30/11959312-six-killed-in-seattle-shootings-including-suspect?lite; http://www.cbsnews.com/8301-201_162-57445177/seattle-shooting-hero-hurled-stools-at-gunman-ian-stawicki-saved-three-lives/?pageNum=2&tag=contentMain;contentBody; http://content.usatoday.com/communities/ondeadline/post/2012/05/seattle-killer-had-concealed-carry-permit-owned-6-guns/1#.UFI9shhgspQ,"Ian Stawicki, 40, gunned down four patrons at a cafe, and another person during a carjacking nearby, then shot himself as police closed in. (He died later that day in a Seattle hospital.)",7,Mass,Two .45-caliber semiautomatic handguns,semiautomatic handgun,Yes,"Bull's Eye Shooter Supply in Tacoma, Wash.",2012
